"",".id","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"29","54344986","Lieutenant Governor of Washington State. Passionate about technology, higher ed, the arts, comfort food. Follow @WALtGov for updates on my work.",4922,6416,2948,977,"https://t.co/8Zm5rxGPYr","Cyrus Habib",2009-07-06 21:50:27,FALSE,TRUE,"cyrushabib","Seattle, WA","en","54344986",152,FALSE,"http://pbs.twimg.com/profile_images/753813288526356481/XhhCoGpZ_normal.jpg"
"30","1545995851","#<U+0641><U+0627><U+0631><U+0633>_<U+0627><U+0644><U+0623><U+0634><U+0639><U+0629><U+2622><U+FE0F>",744,82,285,642,NA,"<U+2622><U+FE0F><U+0641><U+0627><U+0631><U+0633>",2013-06-25 15:12:32,FALSE,FALSE,"faris684","<U+0627><U+0644><U+0631><U+064A><U+0627><U+0636>","ar","1545995851",1,FALSE,"http://pbs.twimg.com/profile_images/865715560126046208/y4nkJqLp_normal.jpg"
"31","2699883285","@TempleUniv 17. #FlyEaglesFly #TrustTheProcess",3220,356,4066,1550,NA,"Hazim Hardeman",2014-07-11 18:18:42,FALSE,FALSE,"hazimhardeman","Philadelphia, Pa","en","2699883285",6,FALSE,"http://pbs.twimg.com/profile_images/863754621730336769/wXlU8Zea_normal.jpg"
"32","559128145","With revoked credentials and an expired drivers licence, covering The Hollywood & Vine film festival for the Boulevard Sentinel. Originally from Boulder, Co.",4995,250,43,2346,"http://t.co/4milgarbfd","Louis Moya",2012-04-21 02:31:13,FALSE,FALSE,"Coffee_Black761","Albuquerque, NM","en","559128145",6,FALSE,"http://pbs.twimg.com/profile_images/2494318978/r4hgcf6ks61e07lpqni2_normal.jpeg"
"33","44860939","Writing about fashion, culture and the arts // Bylines for The Sunday Times and The Guardian // lottiejacksonenquiries@gmail.com // Instagram @lottiewooo",61,57,70,133,"https://t.co/cg9u8aXpry","Lottie Jackson",2009-06-05 09:58:55,FALSE,FALSE,"1ottie","","en","44860939",1,FALSE,"http://pbs.twimg.com/profile_images/901452169072791552/S2iTROqj_normal.jpg"
"34","744777156769648640","Official Twitter account| India's first Social platform in Education|Inviting all #EdInstitutions #Educators #Students #Authors #Bloggers #EdCos Get Android App",1727,532,2473,1840,"https://t.co/ALEcBpCHKW","ReadersWorld",2016-06-20 06:21:26,FALSE,FALSE,"theReadersWorld","Jaipur, India","en","744777156769648640",4,FALSE,"http://pbs.twimg.com/profile_images/877395581672587264/0gW2ZXeL_normal.jpg"
"35","808533104860270592","I love you",257,525,519,4939,NA,"yogesh Chauhan",2016-12-13 04:44:48,TRUE,FALSE,"Ymc39950078","Bhuj, India","en","808533104860270592",0,FALSE,"http://pbs.twimg.com/profile_images/920555343922339842/j_aoPKoM_normal.jpg"
"36","348015620","",5,41,1,140,NA,"Chris Wilkinson",2011-08-03 18:54:07,FALSE,FALSE,"WilkoSinge","","en","348015620",0,FALSE,"http://pbs.twimg.com/profile_images/1573625901/image_normal.jpg"
"37","925728275015618560","Passionate about the positive impact of Coaching, Learning, Education, Visible Learning, SEN and belief in self! Teacher, Principal and SIP.",40,403,2,4971,NA,"JM Coaching",2017-11-01 14:16:34,FALSE,FALSE,"CoachJasmine","United Kingdom","en","925728275015618560",3,FALSE,"http://pbs.twimg.com/profile_images/933432675876077568/sy8O5ORG_normal.jpg"
"38","177627212","Business Coordinator at UTLB, English Teacher, International Business lawyer with MA in Teaching.",3141,121,759,209,NA,"Lourdes Jasso Montoy",2010-08-12 17:03:32,FALSE,FALSE,"Jassmont","Celaya, Gto.","es","177627212",4,FALSE,"http://pbs.twimg.com/profile_images/899027668846354434/oJ5BicO__normal.jpg"
"39","790941428423589888","",6934,188,8784,2107,NA,"Divyanshu Jha",2016-10-25 15:41:46,FALSE,FALSE,"jhasaahab","Kanpur, India","en","790941428423589888",2,FALSE,"http://pbs.twimg.com/profile_images/902785525131624448/Csw8HS39_normal.jpg"
"40","278061624","Fata Morgana - 27th Sept-1st Oct 2017 ‘world-class gathering by any standards...’ - Time Out",693,772,621,1450,"https://t.co/RZFenIEJXA","Oxford Chamber Music",2011-04-06 14:44:52,FALSE,FALSE,"Oxchambermusic","Oxford","en","278061624",14,FALSE,"http://pbs.twimg.com/profile_images/378800000509874192/f85c8e43f32da2dd9e0ce7ecfffe01fd_normal.jpeg"
"41","41553165","Musings, Pondering & Rants",3034,88,2541,758,NA,"This Fernandez Rocks",2009-05-21 08:35:58,FALSE,FALSE,"HA_Fernandez","Australia","en","41553165",0,FALSE,"http://pbs.twimg.com/profile_images/934893401211682817/s2HHBaBi_normal.jpg"
"42","52714541","Creating awareness for #tribal development # rural upliftment #Investor #Advisor #Financial consultant  #mother #daughter #Traveller #Free thinker",1033,180,247,1183,"http://t.co/cvhDpyio2w","Zarifa Rizvi",2009-07-01 12:43:59,TRUE,FALSE,"mcspltd","ÜT: 19.129199,72.831137","en","52714541",1,FALSE,"http://pbs.twimg.com/profile_images/574940293666992129/rRbDDbAl_normal.jpeg"
"43","262561401","The Oxfordshire Local Enterprise Partnership (OxLEP) is a business-led organisation actively supporting local businesses, helping them to grow and create jobs.",3967,5145,970,2719,"http://t.co/nhJyD4lzly","Oxfordshire LEP (OxLEP)",2011-03-08 08:38:46,FALSE,FALSE,"OxfordshireLEP","Oxfordshire","en","262561401",279,FALSE,"http://pbs.twimg.com/profile_images/524545328884617217/8rrTTzOH_normal.jpeg"
"44","849582664696725504","",23,19,401,166,NA,"Chandani Atukorala",2017-04-05 11:21:06,FALSE,FALSE,"ChandaniAtukor1","Sri Lanka","en","849582664696725504",0,FALSE,"http://pbs.twimg.com/profile_images/899508211920719872/nliwnP6X_normal.jpg"
"45","738661769120493568","It’s on like donkey kong!",5,7,2,20,NA,"James Brown",2016-06-03 09:21:04,FALSE,FALSE,"S26JMB","Cheltenham, England","en","738661769120493568",2,FALSE,"http://pbs.twimg.com/profile_images/930142016461254658/Tw4Xdlrs_normal.jpg"
"46","791156682","Accounting, Finance & Risk.Proud UCC. Awusco.",159,79,557,657,NA,"Collins Kubi",2012-08-30 08:51:23,FALSE,FALSE,"CollinsKubi1","Ghana","en","791156682",1,FALSE,"http://pbs.twimg.com/profile_images/875634793681084416/mNfP4zZ1_normal.jpg"
"47","526983922","Wicker Park | Chicago <U+27A1><U+FE0F>Manhattan | New York <U+25AA><U+FE0F> Northern Illinois University <ed><U+00A0><U+00BC><ed><U+00BE><U+0093> & The University of Notre Dame <ed><U+00A0><U+00BD><ed><U+00B3><U+009D> <U+25AA><U+FE0F>Old Blue <ed><U+00A0><U+00BC><ed><U+00BF><U+0089><ed><U+00A0><U+00BD><ed><U+00B3><U+008D>NYC",3731,321,2165,1070,NA,"John Ilagan",2012-03-17 01:42:04,FALSE,FALSE,"ilaganator","New York, NY","en","526983922",6,FALSE,"http://pbs.twimg.com/profile_images/790634251620417540/v3A9lSdu_normal.jpg"
"48","927935584798236672","Medical Doctor, Rheumatology, Clinical Researcher (PhD), Runner, Travel and Culture Enthusiast, Food Lover, Health & Wellness Promoter!",7,17,0,34,NA,"Dr Hanna",2017-11-07 16:27:38,FALSE,FALSE,"DrHanna_G","England, United Kingdom","en","927935584798236672",2,FALSE,"http://pbs.twimg.com/profile_images/927981409196797952/4_8-cY_Q_normal.jpg"
"49","48761386","Broughton, Lancashire",518,307,106,1837,NA,"Chris Dew",2009-06-19 17:03:35,FALSE,FALSE,"D1ewy","UK","en","48761386",3,FALSE,"http://pbs.twimg.com/profile_images/884690640105353217/_lzOMW2F_normal.jpg"
"50","338396746","South Carolina Prep Neck.   Lover of all parties especially those of the political nature...and those with an open bar of course.  Nonprofit builder by trade.",604,881,36,1328,NA,"Bruce Lawrence Jr.",2011-07-19 14:34:42,FALSE,FALSE,"govbruce","Columbia, SC","en","338396746",13,FALSE,"http://pbs.twimg.com/profile_images/1450728863/58956_877684760667_12636061_46886884_161469_n_normal.jpg"
"51","1433929075","Sociologist,I.T Enterpreneur,Christian who is hungry to see a better world in his lifetime!",1429,993,28,3641,NA,"JUDE.C.OHAJINWA",2013-05-16 20:11:25,FALSE,FALSE,"JUDEDEJUST","ABUJA","en","1433929075",13,FALSE,"http://pbs.twimg.com/profile_images/551725466156277760/QqsvpDCP_normal.jpeg"
"52","79159514","Loved by God | Salt & Light | Global Citizen | Researcher | #Youth, #Education & #Governance Advocate | Change Agent",15840,1715,13156,3721,"https://t.co/TtUPMfhAlu","George S Njoroge",2009-10-02 11:40:58,FALSE,FALSE,"gsn007","Nairobi & Global","en","79159514",141,FALSE,"http://pbs.twimg.com/profile_images/501123877679153152/SOysomZX_normal.jpeg"
"53","246313018","When God Closes a Door He Opens a Window .",9086,269,3308,886,NA,"Althrwi Norah",2011-02-02 15:22:53,FALSE,FALSE,"OGi_7"," ","en","246313018",3,FALSE,"http://pbs.twimg.com/profile_images/722040828642881537/evh4vuix_normal.jpg"
"54","1553914080","Ph.D Candidate in #URBEUR Urban Studies | @unimib | global transformations and impact on the cities",150,88,437,1009,"https://t.co/jcK6GphdON","Anila",2013-06-28 20:17:49,FALSE,FALSE,"AnilaAlushi","Milan","it","1553914080",2,FALSE,"http://pbs.twimg.com/profile_images/807552740524195841/nUu8AH8i_normal.jpg"
"55","906217110430502912","Welcome to our new Twitter Account! We conduct research on infectious tropical diseases including Malaria, NTDs, Dengue, Zika, Acute Febrile Illnesses",615,166,192,1779,"https://t.co/zJonAJIIV4","Vysnova Partners",2017-09-08 18:06:10,FALSE,FALSE,"VysnovaPartners","Bethesda, MD","en","906217110430502912",1,FALSE,"http://pbs.twimg.com/profile_images/922843400830902273/moZPugm7_normal.jpg"
"56","888054445300490240","Marketing consultant, specialising in marketing strategy, planning and campaign management in Lincolnshire and Nottinghamshire",1380,307,2062,869,"https://t.co/gAVASDMKsP","OM_Rachel Martel",2017-07-20 15:14:13,FALSE,FALSE,"OM_RachelMartel","Lincoln, England","en","888054445300490240",9,FALSE,"http://pbs.twimg.com/profile_images/888151537675063296/wvGAtHzi_normal.jpg"
"57","2441412639","<U+661F><U+5EA7>:<U+91D1><U+725B><U+5EA7>Taurus,<U+884C><U+696D>:<U+91D1><U+878D>Finance,<U+5DE5><U+4F5C><U+9818><U+57DF>:<U+5C0D><U+6C96><U+57FA><U+91D1>Hedge Fund,<U+7D93><U+5E38><U+51FA><U+6C92>:pub,lounge bar,tennis court,bowling alley,natatorium",294,5173,59,2064,NA,"Jackie Meng",2014-03-28 05:38:11,FALSE,FALSE,"mengpegasus","","en","2441412639",2,FALSE,"http://pbs.twimg.com/profile_images/808763386838159360/ECYM-3rc_normal.jpg"
"58","1128523453","""Be kind. For everyone you meet is fighting a hard battle.""",7147,344,3747,647,NA,"Alicia Cuber",2013-01-28 16:15:50,FALSE,FALSE,"alicia_cuber","Planet: Earth","en","1128523453",10,FALSE,"http://pbs.twimg.com/profile_images/896611071422636034/XVaVQWk1_normal.jpg"
"59","588627550","Oxford Classics tutor, lover of wordplay and the Meaning of Liff. Author of 'The Greeks and the New' (CUP 2011). On Twitter only for FUN.",10588,6593,13492,5035,"https://t.co/WhvLbsUeqK","Armand D'Angour",2012-05-23 22:23:19,FALSE,FALSE,"ArmandDAngour","London and Oxford","en","588627550",113,FALSE,"http://pbs.twimg.com/profile_images/600304767630483457/W-DDOylw_normal.jpg"
"60","715962713567072256","Still don't know my left from my right but cycling in London.",10,18,4,187,NA,"Ninetch",2016-04-01 18:03:07,FALSE,FALSE,"ninetch","","en","715962713567072256",0,FALSE,"http://pbs.twimg.com/profile_images/780355433152348160/webzgER8_normal.jpg"
"61","1055242759","",3,3,7,25,NA,"PG",2013-01-02 14:26:46,TRUE,FALSE,"guestpj","","en","1055242759",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"62","4827610162","Chef and amateur Photographer. Nikon d3300/ Nikon F801/ Samsung S7... Photos of anything that catches my eye.",1482,330,838,897,"https://t.co/H23BTojjkW","Michael Hooper",2016-01-19 20:35:52,FALSE,FALSE,"hoopermichael33","Oxford, England","en","4827610162",9,FALSE,"http://pbs.twimg.com/profile_images/936316853592485889/thnwJKG4_normal.jpg"
"63","724522323638886400","I love people and nice things ..clothes ...cars ...shoes ....houses/enterpreneur/CEO at HARITEC enterprise/life coach/husband /father",1915,670,5862,2709,NA,"Harrison",2016-04-25 08:55:57,FALSE,FALSE,"Saintyoungzee","Johannesburg, South Africa","en","724522323638886400",52,FALSE,"http://pbs.twimg.com/profile_images/830748803955355649/u-1cbNW7_normal.jpg"
"64","332306417","Oxford MBA | Social Impact Enthusiast | Closet Entrepreneur | Systems Thinker",175,126,64,274,NA,"Nikhita",2011-07-09 15:31:54,FALSE,FALSE,"NikhitaN","Mumbai","en","332306417",3,FALSE,"http://pbs.twimg.com/profile_images/648043292576235520/ccmeE7O6_normal.jpg"
"65","898545822526255104","",51,4,330,137,NA,"Christoph Siedentop",2017-08-18 14:03:13,FALSE,FALSE,"chsiedentop","","en","898545822526255104",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"66","780323951415361536","Constructing Excellence is the single organisation charged with driving the change agenda in #construction. CE Oxford organises industry events around #Oxford.",773,254,10,637,"https://t.co/t3lSk0Q7zb","ConstructingExcOx",2016-09-26 08:31:42,FALSE,FALSE,"ConstructExcOx","Oxford","en","780323951415361536",4,FALSE,"http://pbs.twimg.com/profile_images/914883500611948545/WYKSCLLS_normal.jpg"
"67","266968661","Tax Associate lawyer at J&V, Professor of Public Finance UNAM. Esp. Constitutional law, Diplm Economics ITAM, Diplm International Economics LSE,eco. studentUNAM",2122,520,172,152,"https://t.co/AkevcfA3Dn","Gerardo F. Castañón",2011-03-16 03:27:24,FALSE,FALSE,"gerardofcas","","es","266968661",1,FALSE,"http://pbs.twimg.com/profile_images/826314651390574592/WT8IvdQE_normal.jpg"
"68","928427412689260544","Not yet",2,0,0,40,NA,"Shahil Afridi",2017-11-09 01:01:59,FALSE,FALSE,"ShahilAfridi1","JHARKHAND BOKARO STEEL CITY","en-gb","928427412689260544",0,FALSE,"http://pbs.twimg.com/profile_images/928430314069692417/2I8xd6Vy_normal.jpg"
"69","926870031740178432","I am .....guess",61,6,152,122,NA,"Subhajit Nandi",2017-11-04 17:53:30,FALSE,FALSE,"Subhaji21714191","mumbai","en","926870031740178432",0,FALSE,"http://pbs.twimg.com/profile_images/927087805460709376/QXBVC5Vg_normal.jpg"
"70","274890899","» Implement & design sustainability projects worldwide + Professor.

»Learner: MSc in Sustainable Development - University of Oxford

»Purpose: More equal world",3842,624,445,903,"https://t.co/p4fStMFV9v","LEONARDO MARTINS DIA",2011-03-31 06:43:18,FALSE,FALSE,"leomartinsdias","Global","es","274890899",41,FALSE,"http://pbs.twimg.com/profile_images/378800000184321986/e5712ef768060504585577c54a82591a_normal.jpeg"
"71","927910509034209280","Helping employers #recruit #develop & #retain the best talent & enabling highly qualified #STEM professionals to #return or #transfer https://t.co/XMBNsE7q2F",55,168,19,1772,NA,"STEM Returners",2017-11-07 14:47:59,FALSE,FALSE,"ReturntoSTEM","","en","927910509034209280",1,FALSE,"http://pbs.twimg.com/profile_images/927911317498941440/43rkL2cB_normal.jpg"
"72","3290363792","Follow us to find out about amazing career opportunities with @Hawkeye_view including technical/operational roles, software/dev roles, and office/admin.",80,250,12,145,"http://t.co/kBSsrSvRJh","Hawk-Eye Careers",2015-07-24 16:20:48,FALSE,FALSE,"Hawkeye_jobs","Offices across the globe.","en","3290363792",1,FALSE,"http://pbs.twimg.com/profile_images/624615635163557888/B-zOVJhS_normal.jpg"
"73","906534945845211136","Business and Financial News",15,41,41,956,NA,"sonu rajput",2017-09-09 15:09:08,FALSE,FALSE,"sonuraj78572986","New York, USA","en","906534945845211136",1,FALSE,"http://pbs.twimg.com/profile_images/906921608115187712/SlYVgFdd_normal.jpg"
"74","109696421","#Published Fashion Photographer, Orange County, CA #Oxford Alumnus, 27 countries and counting",1403,4405,122732,1949,"https://t.co/aPuYz6AWg9","Dali Ma",2010-01-29 23:23:54,FALSE,FALSE,"Phoenix_Dali","California, USA","en","109696421",192,FALSE,"http://pbs.twimg.com/profile_images/676647046770647040/4YCxcU18_normal.jpg"
"75","36012872","2016-17 @OxfordMBA @OxfordSBS developing expertise in #impinv and #socfin. previously @oxfordseedfund. Blogger for #SOCAP17. #socimp #startups",579,278,556,1146,"https://t.co/quFIFwySMg","Jayanth Kashyap",2009-04-28 07:09:45,FALSE,FALSE,"jayanthk26","Oxford, England","en","36012872",19,FALSE,"http://pbs.twimg.com/profile_images/867220003455721473/8LuqaKU1_normal.jpg"
"76","109888253","DPhil student @oxfordgeography Data | Cities | Governance | STS | Tennis (!)",2809,501,1051,1867,NA,"J. Ignacio Pérez K.",2010-01-30 16:03:41,FALSE,FALSE,"JIPerezK","Oxford, England","en","109888253",6,FALSE,"http://pbs.twimg.com/profile_images/588688657478983680/L7ThO2ZD_normal.jpg"
