"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1342","This unique 3-day certificate program goes beyond standard D&amp;I courses, and helps you develop skills to become a ch… https://t.co/phD9bSzbSv",FALSE,1,NA,2019-09-12 14:02:16,TRUE,NA,"1172148425518911489",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","AMAnet",0,FALSE,FALSE,NA,NA
"1343","This year NEM is focused on increasing dialogue and understanding of #ethical roadblocks (including social,… https://t.co/jW9fOTMwZ3",FALSE,0,"NEMOntario",2019-09-12 14:01:04,TRUE,"1172147374527066112","1172148121129881601","435171464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NEMOntario",0,FALSE,FALSE,NA,NA
"1344","‘Look at how white the academy is’: why BAME students aren’t doing PhDs:

“Black, Asian and minority ethnic student… https://t.co/teFueZOAEs",FALSE,10,NA,2019-09-12 14:00:42,TRUE,NA,"1172148032055345152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MalindaSmith",8,FALSE,FALSE,NA,NA
"1345","5 ways to promote equality and support diversity in #Wales <U+0001F447> 

Go to our website to find out how you can do your bi… https://t.co/jZwosUomsR",FALSE,0,NA,2019-09-12 14:00:22,TRUE,NA,"1172147947057926144",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","chwaraeteg",1,FALSE,FALSE,NA,NA
"1346","""Social identities are part of what makes each person unique. They anchor us in the #History &amp; experiences of our e… https://t.co/R2gURJkeCv",FALSE,1,NA,2019-09-12 14:00:15,TRUE,NA,"1172147915839758338",NA,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>","CommonHealthACT",1,FALSE,FALSE,NA,NA
"1347","ICYMI, another great episode of @BBCWomansHour on #flexibleworking, #workingparents, accommodating #diversity in te… https://t.co/HOgI2e6Hvk",FALSE,0,NA,2019-09-12 14:00:14,TRUE,NA,"1172147911431544832",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hoxbycollective",0,FALSE,FALSE,NA,NA
"1348","5 important Channels That Offer Qualified Referrals for #Diversity Hiring via @_HRTechnologist… https://t.co/2xFBjkac57",FALSE,1,NA,2019-09-12 14:00:05,TRUE,NA,"1172147875729612801",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","ccijobs1",0,FALSE,FALSE,NA,NA
"1349","Gender-diverse companies are 15% more likely to outperform competitors, and ethnically-diverse companies are 35% mo… https://t.co/sP5MAka5zJ",FALSE,5,NA,2019-09-12 14:00:00,TRUE,NA,"1172147853168218112",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DigitalAgenda_",1,FALSE,FALSE,NA,NA
"1350","Small gestures can make a difference! #lawyerlife #Diversity #equity #ontariolaw #ontariolawyers https://t.co/3opKFmApMq",FALSE,0,NA,2019-09-12 13:59:11,FALSE,NA,"1172147650377998336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KgkLegal",0,FALSE,FALSE,NA,NA
"1351","#WMed is hiring an Assistant Dean for Diversity and Inclusiveness. Come work with us and help us be better in our e… https://t.co/xK4hemo1u5",FALSE,2,NA,2019-09-12 13:59:06,TRUE,NA,"1172147627720200192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NeuroVixen",4,FALSE,FALSE,NA,NA
"1352","Stanton Chase Korea is committed to supporting the advancement of women into leadership roles in Korea and supporti… https://t.co/PtX7JR6s9T",FALSE,0,NA,2019-09-12 13:58:26,TRUE,NA,"1172147460015345664",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","StantonChase",0,FALSE,FALSE,NA,NA
"1353","It is important to realise that differences should not be viewed as limitations. #diversity #SchoolLeadership",FALSE,0,NA,2019-09-12 13:58:13,FALSE,NA,"1172147405749465089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SchoolLeadersSA",2,FALSE,FALSE,NA,NA
"1354","#Diversity is Action! https://t.co/Lt9zrOQq2h",FALSE,0,NA,2019-09-12 13:57:10,FALSE,NA,"1172147140920889344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RSTA373",0,FALSE,FALSE,NA,NA
"1355","This is a great initiative for #SUSE!  Excited to be a part of it and pleased to work for a company that appreciate… https://t.co/nAtyeUF89l",FALSE,4,NA,2019-09-12 13:55:56,TRUE,NA,"1172146829204570113",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","smiller_ATX",0,FALSE,FALSE,NA,NA
"1356","Learn how tackling hesitancy could solve the gender #diversity challenge https://t.co/JMid0DlmCo  via… https://t.co/HR85Rvq3ur",FALSE,0,NA,2019-09-12 13:55:11,TRUE,NA,"1172146642457366529",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CHCISolutions",0,FALSE,FALSE,NA,NA
"1357","""At Ogilvy UK, I am so proud to support our networks as they flourish"" - Helen Matthews, chief people officer… https://t.co/lAEANoUjda",FALSE,4,NA,2019-09-12 13:55:07,TRUE,NA,"1172146624702926848",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CampaignJobsUK",2,FALSE,FALSE,NA,NA
"1358","Learn how organizations can better leverage the effort they put into #diversity training https://t.co/FSo00CT7WK  via @HarvardBiz #inclusion",FALSE,0,NA,2019-09-12 13:55:06,FALSE,NA,"1172146620462444549",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","anneloehr",0,FALSE,FALSE,NA,NA
"1359","What SCALABLE measurable results look like in a climate of diversity and inclusiveness.  #diversity #visionary… https://t.co/cCWXkLP3LJ",FALSE,0,NA,2019-09-12 13:55:06,TRUE,NA,"1172146618943934464",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","WealthyWOW",0,FALSE,FALSE,NA,NA
"1360","SUNCOAST HOSPICE provides life-changing care to the community we serve. Join us today to make a positive impact!… https://t.co/YDHqBzpPGp",FALSE,0,NA,2019-09-12 13:54:35,TRUE,NA,"1172146491370033152",NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","EmpathCareers",0,FALSE,FALSE,"-82.8001026","27.9658533"
"1361","The benefits of diversity and inclusion for organizations are numerous and proven - Darina Barrett, Partner of… https://t.co/saKourDBZn",FALSE,0,NA,2019-09-12 13:53:09,TRUE,NA,"1172146128533561346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RuthPhoenixRec",0,FALSE,FALSE,NA,NA
"1362","12 #Asian Stereotypes That #AlwaysBeMyMaybe Completely Shuts Down https://t.co/l08z0ZzKzE / #culture #media #movies… https://t.co/yVPrh3w0ov",FALSE,0,NA,2019-09-12 13:51:00,TRUE,NA,"1172145587870789632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","writerly_dee",0,FALSE,FALSE,NA,NA
"1363","IPWomen19: Roundtable discussions are a core part of our conferences. It’s great to see all our delegates engaged i… https://t.co/Dt70YwE2Kj",FALSE,8,NA,2019-09-12 13:50:08,TRUE,NA,"1172145371709095937",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","WorldIPReview",1,FALSE,FALSE,NA,NA
"1364","I feel fortunate to teach at @DukeKunshan: an international, innovative, high quality, Chinese-American university… https://t.co/axo6S7TNGq",FALSE,4,NA,2019-09-12 13:50:04,TRUE,NA,"1172145352926908416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SinoEnvironMiek",1,FALSE,FALSE,NA,NA
"1365","Sharrona Moore, Manager at Lawrence Community Gardens talks about the importance of #urban ag those that live in fo… https://t.co/hPelMlQ2GH",FALSE,5,NA,2019-09-12 13:49:11,TRUE,NA,"1172145133061640192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndianaNRCS",0,FALSE,FALSE,NA,NA
"1366","ERG golf tourney with this fun group!
#Diversity #LifeatATT https://t.co/ARY9bnaobG",FALSE,13,NA,2019-09-12 13:48:15,FALSE,NA,"1172144895517241345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MGBolden7",1,FALSE,FALSE,NA,NA
"1367","Organisational diversity should not look like this!  It's time to mix up diversity and inclusion and add value to l… https://t.co/peakSK27TA",FALSE,0,NA,2019-09-12 13:45:15,TRUE,NA,"1172144142689980417",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","KenroiC",0,FALSE,FALSE,NA,NA
"1368","Explore #ProfessionalDevelopment from your desk with the latest offering from @DE_Academy_ – the six week… https://t.co/QI7EDX9I6w",FALSE,1,NA,2019-09-12 13:45:12,TRUE,NA,"1172144129133961217",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","DirectEmployers",8,FALSE,FALSE,NA,NA
"1369","We subconsciously attach labels to people. Manager, consultant, woman, new, young, old – these are all labels we at… https://t.co/l3XcfXcLfv",FALSE,0,NA,2019-09-12 13:45:05,TRUE,NA,"1172144098414870528",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","VylaRollins",0,FALSE,FALSE,NA,NA
"1370","2 x #manels <U+2066>@DagensMedicinDK<U+2069> &amp; <U+2066>@DIBusinessdk<U+2069> in prominent debates in a sector (Healthcare) that has numourous p… https://t.co/bNRKKpU277",FALSE,4,NA,2019-09-12 13:44:51,TRUE,NA,"1172144041850560514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManelWatchDk",3,FALSE,FALSE,NA,NA
"1371","@FortKnoxKY #alwayschoice report 1 of... full stories truth #standto connections not see @CNN traditional rituals… https://t.co/YV6SmD5n9K",FALSE,0,"FortKnoxKY",2019-09-12 13:44:31,TRUE,"1171790195148120065","1172143955389145088","50659690","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lunaticial",0,FALSE,FALSE,NA,NA
"1372","Humbled to have been a judge for the @PWNGlobal Gender Balanced Leadership Awards 2019 <U+2728> Inspiring individuals &amp; co… https://t.co/ElUbTRVsMy",FALSE,12,NA,2019-09-12 13:43:30,TRUE,NA,"1172143701327568896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","louiseoconor",1,FALSE,FALSE,NA,NA
"1373","Read my new article that was posted this morning on the Meeting Professionals International blog.
""Tips to Accommod… https://t.co/VVv36pqVXy",FALSE,1,NA,2019-09-12 13:42:56,TRUE,NA,"1172143559979524098",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RRossetti",1,FALSE,FALSE,NA,NA
"1374","https://t.co/KwkmMveDUw

[#Women’s Business Club] On Tuesday 10th, the hot topic of our cocktail reception at… https://t.co/vd7aDFKMpZ",FALSE,2,NA,2019-09-12 13:41:52,TRUE,NA,"1172143289652432897",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","frenchchambergb",1,FALSE,FALSE,NA,NA
"1375","Thank you, was lovely to see you @CarolineChappy and so many others who really appreciated the speakers honesty, op… https://t.co/wJwFMa1EGV",FALSE,5,NA,2019-09-12 13:41:47,TRUE,NA,"1172143269347807232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KamUrwin",0,FALSE,FALSE,NA,NA
"1376","Hey #Gatineau! Catch our ED @therealstika at @walrusmagazine Talks Boundaries on September 23! How do divisions sha… https://t.co/3ADWFFBJKL",FALSE,2,NA,2019-09-12 13:40:04,TRUE,NA,"1172142839171559425",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","NextGenMen",2,FALSE,FALSE,NA,NA
"1377","#Diversity isn't just the right thing to do - it makes financial sense. @MoodysInvSvc reports diverse boards have h… https://t.co/kC2jGvJiCy",FALSE,1,NA,2019-09-12 13:39:54,TRUE,NA,"1172142794112024581",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","seattledawson",1,FALSE,FALSE,NA,NA
"1378","@marvellous_77 We believe in engaging with our young people, learning about HM Queen Elizabeth II, the Commander in… https://t.co/kv4BueT2Go",FALSE,2,"marvellous_77",2019-09-12 13:39:21,TRUE,NA,"1172142658833276928","156629649","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AncreSommeScot",1,FALSE,FALSE,NA,NA
"1379","#HeForShe #ilooklikeasurgeon #Diversity #EHS2019Hamburg
@acdebeaux rocking the floor with his touching yalk on equi… https://t.co/Uwu6lQrmUj",FALSE,13,NA,2019-09-12 13:39:18,TRUE,NA,"1172142643704487948",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HerniaGirl",6,FALSE,FALSE,NA,NA
"1380","Fexco Women In Payments Network delighted to welcome Karen O’Regan of @Accenture to speak at the latest… https://t.co/4l4mXisR5N",FALSE,4,NA,2019-09-12 13:38:52,TRUE,NA,"1172142533528424449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FexcoDCC",0,FALSE,FALSE,NA,NA
"1381","""It's like #MenInBlack meets #StarTrek meets #Avengers!""

.99¢ Bestseller! MIND: The Beginning… https://t.co/oKc1f2FyR0",FALSE,2,NA,2019-09-12 13:37:43,TRUE,NA,"1172142248085073921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jennnixon",2,FALSE,FALSE,NA,NA
"1382","Opportunity to interview my favourite news presenter, legend @CliveMyrieBBC on our @DIAL_Global_ fireside chat seri… https://t.co/mez5LOZu6x",FALSE,3,NA,2019-09-12 13:36:45,TRUE,NA,"1172142003783643137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeilaMckenzie88",0,FALSE,FALSE,NA,NA
"1383","Consumer trends in #India seem partial towards #products/#services that they can access in their #language &amp; reflec… https://t.co/7yheET2FHo",FALSE,0,NA,2019-09-12 13:35:46,TRUE,NA,"1172141756282036224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TBHtranslations",0,FALSE,FALSE,NA,NA
"1384","While this is just a measure of demographics, it still warms our hearts knowing that @UHHilo is on top of the… https://t.co/aRUWCw3aCr",FALSE,0,NA,2019-09-12 13:33:17,TRUE,NA,"1172141131888394241",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","socbreakdown",0,FALSE,FALSE,NA,NA
"1385","THE MECK REPORT      : America's sweeping tide of #diversity - Axios @DRUDGE @realDonaldTrump @GovMikeHuckabee… https://t.co/Katj8ZhTGv",FALSE,0,NA,2019-09-12 13:33:08,TRUE,NA,"1172141093443575808",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TheMeck",0,FALSE,FALSE,NA,NA
"1386","@CPHS_TWolves AAHC Club officers volunteering at Hill Country Community Ministries!  
#diversity #service… https://t.co/BEmuwtIzi3",FALSE,0,"CPHS_TWolves",2019-09-12 13:32:40,TRUE,NA,"1172140976518963202","4709660574","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CPHSAfricanClub",0,FALSE,FALSE,NA,NA
"1387","Thank you for the recognition #lifeatsage #Diversity #womenintech #leadership #WomeninBusiness. https://t.co/j2TiBfGCEo",FALSE,8,NA,2019-09-12 13:31:24,FALSE,NA,"1172140657743421440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Madeleinv",1,FALSE,FALSE,NA,NA
"1388","It’s been noted that there are a significantly more women in the audience than previous years at @travolution Europ… https://t.co/JCxt9QlQyK",FALSE,8,NA,2019-09-12 13:31:21,TRUE,NA,"1172140646028709891",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cl_osborne",3,FALSE,FALSE,NA,NA
"1389","Heritage Month at OMNI 

Join us on this journey of sharing and celebrating our heritage with this visual series:… https://t.co/dbDQuhZyFJ",FALSE,4,NA,2019-09-12 13:30:52,TRUE,NA,"1172140524192567298",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OmniHRC",3,FALSE,FALSE,NA,NA
"1390","It is not too late to join in the Diversity and Inclusion conversation! It is not too late to register! Sign up for… https://t.co/nCw3tKOok8",FALSE,0,NA,2019-09-12 13:30:04,TRUE,NA,"1172140320068386816",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","masterytraining",0,FALSE,FALSE,NA,NA
"1391","DNA-based computer assisted matchmaking? Where will this lead..hmmmm... #bigdata #diversity https://t.co/6qjdekh3ZN",FALSE,0,NA,2019-09-12 13:30:01,FALSE,NA,"1172140309855244288",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","Fraenk1893",0,FALSE,FALSE,NA,NA
"1392","“It’s about understanding your biases and sometimes it takes an outside source to help you realize them. Are you cr… https://t.co/ZrTAC5NhG5",FALSE,3,NA,2019-09-12 13:29:54,TRUE,NA,"1172140277122895872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrtAkronChamber",2,FALSE,FALSE,NA,NA
"1393","“You can’t be an ally or advocate unless you’re willing to take action. Even micro-actions can make an impact.""… https://t.co/yDRxv6IjV0",FALSE,0,NA,2019-09-12 13:28:53,TRUE,NA,"1172140022419664898",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WORK180_UK",0,FALSE,FALSE,NA,NA
"1394","About to listen to a panel at @TechLeadersIA about how to effectively manage a diverse team of people ...… https://t.co/JmNCQnrTc7",FALSE,0,NA,2019-09-12 13:28:19,TRUE,NA,"1172139880337612803",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DiversitechH",0,FALSE,FALSE,NA,NA
"1395","@enjuris Thank you for raising the issue of #Diversity in colleges! @DuquesneLaw is committed to change. https://t.co/I54EB961vL",FALSE,0,"enjuris",2019-09-12 13:28:01,FALSE,NA,"1172139803644747776","743818047564087296","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EsqNicola",0,FALSE,FALSE,NA,NA
"1396","Excellent presentation by @acdebeaux on diversity -  thought provoking. Introduced the 1984 effect #Diversity #EHS2019Hamburg",FALSE,2,NA,2019-09-12 13:27:36,FALSE,NA,"1172139699621830656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bottomdoc",0,FALSE,FALSE,NA,NA
"1397","""America is more racially diverse than at any point in history, and racial minorities are becoming more geographica… https://t.co/ZuqouAXISZ",FALSE,0,NA,2019-09-12 13:26:33,TRUE,NA,"1172139437976952832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","joshmcarney",0,FALSE,FALSE,NA,NA
"1398","Heritage Month at OMNI 

Join us on this journey of sharing and celebrating our heritage with this visual series:… https://t.co/RRqocrFpxJ",FALSE,3,NA,2019-09-12 13:23:57,TRUE,NA,"1172138781295747073",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OmniHRC",2,FALSE,FALSE,NA,NA
"1399","Approximately $8 million to support research center development and #STEM #diversity!

#education #students… https://t.co/TcDZsfzQ77",FALSE,0,NA,2019-09-12 13:22:46,TRUE,NA,"1172138483588222977",NA,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","represent365",0,FALSE,FALSE,NA,NA
"1400","Can’t wait to host @Surgeon_General at a @womeninGH event in DC. #WGHinDC #diversity #inclusive https://t.co/VyCnzHTLMI",FALSE,4,NA,2019-09-12 13:21:19,FALSE,NA,"1172138116976730113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicSchiegg",2,FALSE,FALSE,NA,NA
"1401","You can get to diversity without relying on a heady-handed, paint-by-number quota program. You can get to diversity… https://t.co/9Pi86D3xIo",FALSE,2,NA,2019-09-12 13:21:17,TRUE,NA,"1172138112203591680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GradyKen",2,FALSE,FALSE,NA,NA
"1402","Intern - Music Management - Confidential https://t.co/2ZeMKkCL3m #internship #intern #jobs #hiring #hr #Tchat #Diversity",FALSE,0,NA,2019-09-12 13:20:58,FALSE,NA,"1172138032314703872",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jobzel_intern",0,FALSE,FALSE,NA,NA
"1403","Jacob Hsu, CEO, @Catalyte_io: One-third of our workforce are female developers and 29% of our Baltimore workforce a… https://t.co/O3nGWnCJ1B",FALSE,1,NA,2019-09-12 13:20:51,TRUE,NA,"1172138002111447040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TomHoffman121",1,FALSE,FALSE,NA,NA
"1404","We Asked More Than 600 #Female #Founders to Weigh In on #Gender Bias, the #Economy, and the Next U.S. President. He… https://t.co/vZ4yJaXEwy",FALSE,0,NA,2019-09-12 13:20:47,TRUE,NA,"1172137985674010624",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SSpanTolero",1,FALSE,FALSE,NA,NA
"1405","Chatting with @Surgeon_General about #Diversity &amp; @womeninGH in leadership and why it matters for #publichealth… https://t.co/riXbbpYIbj",FALSE,30,NA,2019-09-12 13:19:47,TRUE,NA,"1172137733155950592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RoopaDhatt",4,FALSE,FALSE,NA,NA
"1406","Wait, what? I mean, seriously, what?

The only kind of #diversity panel you can have without PoC / folx / LGBT+ is… https://t.co/sIVM93ZzSL",FALSE,1,NA,2019-09-12 13:16:11,TRUE,NA,"1172136828008316928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OniNoDave",0,FALSE,FALSE,NA,NA
"1407","Mahalo nui loa Dr Paloma I’m grateful to your invite to be a part of @APIAHF #VOICES2019  #Diversity #equity… https://t.co/OGEUo7p3Dy",FALSE,3,NA,2019-09-12 13:15:49,TRUE,NA,"1172136734693515271",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JPRequiro",0,FALSE,FALSE,NA,NA
"1408","Excited to read @MoodysInvSvc ""Gender diversity is correlated with higher ratings, but mandates pose short-term ris… https://t.co/8uCQzDb1Qc",FALSE,0,NA,2019-09-12 13:15:45,TRUE,NA,"1172136718952226816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JodyLurie",0,FALSE,FALSE,NA,NA
"1409","on #diversity, the #humanities, and #Classics: a tour de force by Emily Greenwood of @Yale @YaleClassicsLib : https://t.co/VcayRGPzHo",FALSE,11,NA,2019-09-12 13:15:19,FALSE,NA,"1172136609287987203",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lnasrallah",5,FALSE,FALSE,NA,NA
"1410","Disabilities: Flip the Script (Infographic) - @CatalystInc https://t.co/92BxRAwHTD #Diversity #PwD https://t.co/5aLhXVK16m",FALSE,0,NA,2019-09-12 13:15:06,FALSE,NA,"1172136553541447680",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","diversitydudemb",0,FALSE,FALSE,NA,NA
"1411","Take a stand against polarization and dysfunction. Download our free guide to dialogue across the partisan divide t… https://t.co/HmSYmvWsfD",FALSE,2,NA,2019-09-12 13:15:02,TRUE,NA,"1172136538412658688",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","essentialprtnrs",3,FALSE,FALSE,NA,NA
"1412",".@TyWhipple kicking off day 2 at SLC2019!  “Proximity and deep knowledge =  better customer service.  Now is our ti… https://t.co/ZrrJyeMCak",FALSE,34,NA,2019-09-12 13:14:54,TRUE,NA,"1172136504551976960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YasirAmFam",3,FALSE,FALSE,NA,NA
"1413","#Diversity at it's best. https://t.co/llbndizpsg",FALSE,1,NA,2019-09-12 13:14:31,FALSE,NA,"1172136406799572992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BringerLucifer",0,FALSE,FALSE,NA,NA
"1414","Can you recommend anyone for this job in Avon, NY? https://t.co/iE1zUVK1Do #NowHiring #Diversity",FALSE,0,NA,2019-09-12 13:14:07,FALSE,NA,"1172136309135048710",NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","BarillaCareers",0,FALSE,FALSE,"-77.7455583","42.9120072"
"1415","I love sauna/bastu!! 

But can't see any Ahmed (22, brain surgeon student), Mohamed (31, nuclear physicist) or Fati… https://t.co/8z82KV46Oh",FALSE,2,NA,2019-09-12 13:13:42,TRUE,NA,"1172136201719037952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AndreaGerak",0,FALSE,FALSE,NA,NA
"1416","Regina Everitt looks at the BAME population within the library and information sector at the #CILIPBAMESept19 sessi… https://t.co/7zSUD2OApn",FALSE,9,NA,2019-09-12 13:13:37,TRUE,NA,"1172136183167619072",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CILIPinfo",1,FALSE,FALSE,NA,NA
"1417","Great take on #Diversity and #Inclusion from @Workhuman and @DrAnitaSands! Our latest podcast explores cognitive di… https://t.co/8FYMZeXT23",FALSE,2,NA,2019-09-12 13:13:05,TRUE,NA,"1172136047662313472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MindedWork",2,FALSE,FALSE,NA,NA
"1418","Abella JA of the SCC has given me the word of the day: Chimerical - mythical, unattainable, illusory. Let's not let… https://t.co/9ajeF3jk3o",FALSE,2,NA,2019-09-12 13:11:12,TRUE,NA,"1172135574335041536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nbirosbolton",1,FALSE,FALSE,NA,NA
"1419","People hire people like themselves. #Diversity can become a lost concept when you rely on #traditional #analog hiri… https://t.co/JhabpDC7l1",FALSE,3,NA,2019-09-12 13:10:37,TRUE,NA,"1172135428268482560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HMGStrategy",2,FALSE,FALSE,NA,NA
"1420","We are very happy to read this article detailing the Govt plan to distribute £730,000 to boost #diversity, wellbein… https://t.co/sUPJjFxYJ7",FALSE,4,NA,2019-09-12 13:10:35,TRUE,NA,"1172135419007393794",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cornwall_Marine",4,FALSE,FALSE,NA,NA
"1421","Looks higher than I remember.... #Tradition + #Innovation + #Diversity&amp;Inclusion = @Vassar https://t.co/eBidTThvmC",FALSE,4,NA,2019-09-12 13:10:26,FALSE,NA,"1172135379186671616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SNZanardi",0,FALSE,FALSE,NA,NA
